"activity" "subject" "measurement_name" "average_ratio"
"STANDING" 5 "tBodyAccJerk_std___Z" -0.963832118928571
"STANDING" 6 "tBodyAccJerk_std___Z" -0.967547241754386
"STANDING" 7 "tBodyAccJerk_std___Z" -0.972060053207547
"STANDING" 8 "tBodyAccJerk_std___Z" -0.982610899259259
"STANDING" 9 "tBodyAccJerk_std___Z" -0.970584264666667
"STANDING" 10 "tBodyAccJerk_std___Z" -0.9764306
"STANDING" 11 "tBodyAccJerk_std___Z" -0.990132989574468
"STANDING" 12 "tBodyAccJerk_std___Z" -0.975556976885246
"STANDING" 13 "tBodyAccJerk_std___Z" -0.986926242631579
"STANDING" 14 "tBodyAccJerk_std___Z" -0.970766734
"STANDING" 15 "tBodyAccJerk_std___Z" -0.985301940754717
"STANDING" 16 "tBodyAccJerk_std___Z" -0.988073825641026
"STANDING" 17 "tBodyAccJerk_std___Z" -0.991217027307692
"STANDING" 18 "tBodyAccJerk_std___Z" -0.988455249452055
"STANDING" 19 "tBodyAccJerk_std___Z" -0.986142491917808
"STANDING" 20 "tBodyAccJerk_std___Z" -0.958936310958904
"STANDING" 21 "tBodyAccJerk_std___Z" -0.977915677191011
"STANDING" 22 "tBodyAccJerk_std___Z" -0.981478064920635
"STANDING" 23 "tBodyAccJerk_std___Z" -0.973595215441176
"STANDING" 24 "tBodyAccJerk_std___Z" -0.977716354927536
"STANDING" 25 "tBodyAccJerk_std___Z" -0.987062685135135
"STANDING" 26 "tBodyAccJerk_std___Z" -0.986693448648649
"STANDING" 27 "tBodyAccJerk_std___Z" -0.987354788
"STANDING" 28 "tBodyAccJerk_std___Z" -0.969765362025316
"STANDING" 29 "tBodyAccJerk_std___Z" -0.990593859692308
"STANDING" 30 "tBodyAccJerk_std___Z" -0.968897316101695
"WALKING" 1 "tBodyAccJerk_std___Z" -0.502699788526316
"WALKING" 2 "tBodyAccJerk_std___Z" -0.586090418983051
"WALKING" 3 "tBodyAccJerk_std___Z" -0.52948611637931
"WALKING" 4 "tBodyAccJerk_std___Z" -0.7513913825
"WALKING" 5 "tBodyAccJerk_std___Z" -0.612895318571429
"WALKING" 6 "tBodyAccJerk_std___Z" -0.575777466491228
"WALKING" 7 "tBodyAccJerk_std___Z" -0.149488514397895
"WALKING" 8 "tBodyAccJerk_std___Z" -0.383200596479167
"WALKING" 9 "tBodyAccJerk_std___Z" -0.409764526153846
"WALKING" 10 "tBodyAccJerk_std___Z" -0.511662905849057
"WALKING" 11 "tBodyAccJerk_std___Z" -0.720654731186441
"WALKING" 12 "tBodyAccJerk_std___Z" -0.512276838
"WALKING" 13 "tBodyAccJerk_std___Z" -0.374633172105263
"WALKING" 14 "tBodyAccJerk_std___Z" -0.472791088644068
"WALKING" 15 "tBodyAccJerk_std___Z" -0.686268420555556
"WALKING" 16 "tBodyAccJerk_std___Z" -0.44025821745098
"WALKING" 17 "tBodyAccJerk_std___Z" -0.534303311639344
"WALKING" 18 "tBodyAccJerk_std___Z" -0.633325860714286
"WALKING" 19 "tBodyAccJerk_std___Z" -0.179390497475
"WALKING" 20 "tBodyAccJerk_std___Z" -0.387664584313725
"WALKING" 21 "tBodyAccJerk_std___Z" -0.425142604807692
"WALKING" 22 "tBodyAccJerk_std___Z" -0.313155902608696
"WALKING" 23 "tBodyAccJerk_std___Z" -0.0293115056033898
"WALKING" 24 "tBodyAccJerk_std___Z" -0.491189466034483
"WALKING" 25 "tBodyAccJerk_std___Z" -0.675601403648649
"WALKING" 26 "tBodyAccJerk_std___Z" -0.397483516101695
"WALKING" 27 "tBodyAccJerk_std___Z" -0.401188539824561
"WALKING" 28 "tBodyAccJerk_std___Z" -0.537470471666667
"WALKING" 29 "tBodyAccJerk_std___Z" -0.461758009811321
"WALKING" 30 "tBodyAccJerk_std___Z" -0.521351855076923
"WALKING_DOWNSTAIRS" 1 "tBodyAccJerk_std___Z" -0.345735032326531
"WALKING_DOWNSTAIRS" 2 "tBodyAccJerk_std___Z" -0.340122023191489
"WALKING_DOWNSTAIRS" 3 "tBodyAccJerk_std___Z" -0.571735243061224
"WALKING_DOWNSTAIRS" 4 "tBodyAccJerk_std___Z" -0.626646986888889
"WALKING_DOWNSTAIRS" 5 "tBodyAccJerk_std___Z" -0.52265163787234
"WALKING_DOWNSTAIRS" 6 "tBodyAccJerk_std___Z" -0.336817322270833
"WALKING_DOWNSTAIRS" 7 "tBodyAccJerk_std___Z" -0.347107758021277
"WALKING_DOWNSTAIRS" 8 "tBodyAccJerk_std___Z" -0.0135136269
"WALKING_DOWNSTAIRS" 9 "tBodyAccJerk_std___Z" -0.359513362761905
"WALKING_DOWNSTAIRS" 10 "tBodyAccJerk_std___Z" -0.318188417289474
"WALKING_DOWNSTAIRS" 11 "tBodyAccJerk_std___Z" -0.579710482173913
"WALKING_DOWNSTAIRS" 12 "tBodyAccJerk_std___Z" -0.498655793478261
"WALKING_DOWNSTAIRS" 13 "tBodyAccJerk_std___Z" -0.31704660987234
"WALKING_DOWNSTAIRS" 14 "tBodyAccJerk_std___Z" -0.133634060621778
"WALKING_DOWNSTAIRS" 15 "tBodyAccJerk_std___Z" -0.404005582309524
"WALKING_DOWNSTAIRS" 16 "tBodyAccJerk_std___Z" -0.303381582831915
"WALKING_DOWNSTAIRS" 17 "tBodyAccJerk_std___Z" -0.536331570652174
"WALKING_DOWNSTAIRS" 18 "tBodyAccJerk_std___Z" -0.651246664909091
"WALKING_DOWNSTAIRS" 19 "tBodyAccJerk_std___Z" -0.0200111148717949
"WALKING_DOWNSTAIRS" 20 "tBodyAccJerk_std___Z" -0.381503405466667
"WALKING_DOWNSTAIRS" 21 "tBodyAccJerk_std___Z" -0.246061882112444
"WALKING_DOWNSTAIRS" 22 "tBodyAccJerk_std___Z" -0.477806646111111
"WALKING_DOWNSTAIRS" 23 "tBodyAccJerk_std___Z" 0.0310157077775926
"WALKING_DOWNSTAIRS" 24 "tBodyAccJerk_std___Z" -0.290239376563636
"WALKING_DOWNSTAIRS" 25 "tBodyAccJerk_std___Z" -0.711494695517241
"WALKING_DOWNSTAIRS" 26 "tBodyAccJerk_std___Z" -0.3793359516
"WALKING_DOWNSTAIRS" 27 "tBodyAccJerk_std___Z" -0.409310918409091
"WALKING_DOWNSTAIRS" 28 "tBodyAccJerk_std___Z" -0.427053261304348
"WALKING_DOWNSTAIRS" 29 "tBodyAccJerk_std___Z" -0.478764185
"WALKING_DOWNSTAIRS" 30 "tBodyAccJerk_std___Z" -0.467070153387097
"WALKING_UPSTAIRS" 1 "tBodyAccJerk_std___Z" -0.706593530943396
"WALKING_UPSTAIRS" 2 "tBodyAccJerk_std___Z" -0.5737463525
"WALKING_UPSTAIRS" 3 "tBodyAccJerk_std___Z" -0.708551711864407
"WALKING_UPSTAIRS" 4 "tBodyAccJerk_std___Z" -0.726495311923077
"WALKING_UPSTAIRS" 5 "tBodyAccJerk_std___Z" -0.63836903212766
"WALKING_UPSTAIRS" 6 "tBodyAccJerk_std___Z" -0.560830688235294
"WALKING_UPSTAIRS" 7 "tBodyAccJerk_std___Z" -0.60780843627451
"WALKING_UPSTAIRS" 8 "tBodyAccJerk_std___Z" -0.447518179097561
"WALKING_UPSTAIRS" 9 "tBodyAccJerk_std___Z" -0.647296002040816
"WALKING_UPSTAIRS" 10 "tBodyAccJerk_std___Z" -0.607520480212766
"WALKING_UPSTAIRS" 11 "tBodyAccJerk_std___Z" -0.785359167222222
"WALKING_UPSTAIRS" 12 "tBodyAccJerk_std___Z" -0.719336352692308
"WALKING_UPSTAIRS" 13 "tBodyAccJerk_std___Z" -0.660921263636364
"WALKING_UPSTAIRS" 14 "tBodyAccJerk_std___Z" -0.327868814314815
"WALKING_UPSTAIRS" 15 "tBodyAccJerk_std___Z" -0.748809454166667
"WALKING_UPSTAIRS" 16 "tBodyAccJerk_std___Z" -0.593411129607843
"WALKING_UPSTAIRS" 17 "tBodyAccJerk_std___Z" -0.657430836041667
"WALKING_UPSTAIRS" 18 "tBodyAccJerk_std___Z" -0.760829911206897
"WALKING_UPSTAIRS" 19 "tBodyAccJerk_std___Z" -0.4442822275
"WALKING_UPSTAIRS" 20 "tBodyAccJerk_std___Z" -0.513641207058824
"WALKING_UPSTAIRS" 21 "tBodyAccJerk_std___Z" -0.562052350212766
"WALKING_UPSTAIRS" 22 "tBodyAccJerk_std___Z" -0.471703304761905
"WALKING_UPSTAIRS" 23 "tBodyAccJerk_std___Z" -0.408094020392157
"WALKING_UPSTAIRS" 24 "tBodyAccJerk_std___Z" -0.523807264237288
"WALKING_UPSTAIRS" 25 "tBodyAccJerk_std___Z" -0.812458372307692
"WALKING_UPSTAIRS" 26 "tBodyAccJerk_std___Z" -0.677995585454545
"WALKING_UPSTAIRS" 27 "tBodyAccJerk_std___Z" -0.633722935098039
"WALKING_UPSTAIRS" 28 "tBodyAccJerk_std___Z" -0.637488941176471
"WALKING_UPSTAIRS" 29 "tBodyAccJerk_std___Z" -0.678763766530612
"WALKING_UPSTAIRS" 30 "tBodyAccJerk_std___Z" -0.761942025384615
"LAYING" 1 "tBodyAccJerk_mad___X" -0.963631469
"LAYING" 2 "tBodyAccJerk_mad___X" -0.98729154125
"LAYING" 3 "tBodyAccJerk_mad___X" -0.981888223870968
"LAYING" 4 "tBodyAccJerk_mad___X" -0.979712549259259
"LAYING" 5 "tBodyAccJerk_mad___X" -0.984312878076923
"LAYING" 6 "tBodyAccJerk_mad___X" -0.967166701754386
"LAYING" 7 "tBodyAccJerk_mad___X" -0.983230278076923
"LAYING" 8 "tBodyAccJerk_mad___X" -0.97585190462963
"LAYING" 9 "tBodyAccJerk_mad___X" -0.9669566892
"LAYING" 10 "tBodyAccJerk_mad___X" -0.979247219482759
"LAYING" 11 "tBodyAccJerk_mad___X" -0.987310479122807
"LAYING" 12 "tBodyAccJerk_mad___X" -0.970725078166667
"LAYING" 13 "tBodyAccJerk_mad___X" -0.987210445806452
"LAYING" 14 "tBodyAccJerk_mad___X" -0.973696193529412
"LAYING" 15 "tBodyAccJerk_mad___X" -0.984007704722222
"LAYING" 16 "tBodyAccJerk_mad___X" -0.988500214571429
"LAYING" 17 "tBodyAccJerk_mad___X" -0.982174484366197
"LAYING" 18 "tBodyAccJerk_mad___X" -0.986032578307692
"LAYING" 19 "tBodyAccJerk_mad___X" -0.984671570240964
"LAYING" 20 "tBodyAccJerk_mad___X" -0.986051348382353
"LAYING" 21 "tBodyAccJerk_mad___X" -0.985904785222222
"LAYING" 22 "tBodyAccJerk_mad___X" -0.974091655972222
"LAYING" 23 "tBodyAccJerk_mad___X" -0.986648318055556
"LAYING" 24 "tBodyAccJerk_mad___X" -0.987228251944444
"LAYING" 25 "tBodyAccJerk_mad___X" -0.973145083424658
"LAYING" 26 "tBodyAccJerk_mad___X" -0.989800510789474
"LAYING" 27 "tBodyAccJerk_mad___X" -0.986424856621622
"LAYING" 28 "tBodyAccJerk_mad___X" -0.981227428125
"LAYING" 29 "tBodyAccJerk_mad___X" -0.99183539173913
"LAYING" 30 "tBodyAccJerk_mad___X" -0.980705768714286
"SITTING" 1 "tBodyAccJerk_mad___X" -0.987729817234043
"SITTING" 2 "tBodyAccJerk_mad___X" -0.989188836521739
"SITTING" 3 "tBodyAccJerk_mad___X" -0.975387038461539
"SITTING" 4 "tBodyAccJerk_mad___X" -0.9785156892
"SITTING" 5 "tBodyAccJerk_mad___X" -0.976622426363636
"SITTING" 6 "tBodyAccJerk_mad___X" -0.972484761090909
"SITTING" 7 "tBodyAccJerk_mad___X" -0.98377442375
"SITTING" 8 "tBodyAccJerk_mad___X" -0.987237907391304
"SITTING" 9 "tBodyAccJerk_mad___X" -0.9704522674
"SITTING" 10 "tBodyAccJerk_mad___X" -0.989942966666667
"SITTING" 11 "tBodyAccJerk_mad___X" -0.98213248490566
"SITTING" 12 "tBodyAccJerk_mad___X" -0.977347057254902
"SITTING" 13 "tBodyAccJerk_mad___X" -0.993402886326531
"SITTING" 14 "tBodyAccJerk_mad___X" -0.981691664444444
"SITTING" 15 "tBodyAccJerk_mad___X" -0.988958563050848
"SITTING" 16 "tBodyAccJerk_mad___X" -0.991783947971015
"SITTING" 17 "tBodyAccJerk_mad___X" -0.99525482671875
"SITTING" 18 "tBodyAccJerk_mad___X" -0.991828080350877
"SITTING" 19 "tBodyAccJerk_mad___X" -0.987686283013699
"SITTING" 20 "tBodyAccJerk_mad___X" -0.983745897575758
"SITTING" 21 "tBodyAccJerk_mad___X" -0.989628183529412
"SITTING" 22 "tBodyAccJerk_mad___X" -0.984334526451613
"SITTING" 23 "tBodyAccJerk_mad___X" -0.987888550441177
"SITTING" 24 "tBodyAccJerk_mad___X" -0.988975767647059
"SITTING" 25 "tBodyAccJerk_mad___X" -0.992753807230769
"SITTING" 26 "tBodyAccJerk_mad___X" -0.992475631923077
"SITTING" 27 "tBodyAccJerk_mad___X" -0.991100533714286
"SITTING" 28 "tBodyAccJerk_mad___X" -0.978478186111111
"SITTING" 29 "tBodyAccJerk_mad___X" -0.993691421666667
"SITTING" 30 "tBodyAccJerk_mad___X" -0.990172913709677
"STANDING" 1 "tBodyAccJerk_mad___X" -0.994776982075472
"STANDING" 2 "tBodyAccJerk_mad___X" -0.98303888537037
"STANDING" 3 "tBodyAccJerk_mad___X" -0.961463373934426
"STANDING" 4 "tBodyAccJerk_mad___X" -0.974723375
"STANDING" 5 "tBodyAccJerk_mad___X" -0.967466140178571
"STANDING" 6 "tBodyAccJerk_mad___X" -0.976012206315789
"STANDING" 7 "tBodyAccJerk_mad___X" -0.977020063962264
"STANDING" 8 "tBodyAccJerk_mad___X" -0.990784454259259
"STANDING" 9 "tBodyAccJerk_mad___X" -0.971628996222222
"STANDING" 10 "tBodyAccJerk_mad___X" -0.96911274
"STANDING" 11 "tBodyAccJerk_mad___X" -0.993240818510638
"STANDING" 12 "tBodyAccJerk_mad___X" -0.974255826393443
"STANDING" 13 "tBodyAccJerk_mad___X" -0.989525103333333
"STANDING" 14 "tBodyAccJerk_mad___X" -0.978864041833333
"STANDING" 15 "tBodyAccJerk_mad___X" -0.98645219245283
"STANDING" 16 "tBodyAccJerk_mad___X" -0.991789665384615
"STANDING" 17 "tBodyAccJerk_mad___X" -0.992960926538462
"STANDING" 18 "tBodyAccJerk_mad___X" -0.990068223972603
"STANDING" 19 "tBodyAccJerk_mad___X" -0.986341716575342
"STANDING" 20 "tBodyAccJerk_mad___X" -0.965259278356164
"STANDING" 21 "tBodyAccJerk_mad___X" -0.978097531460674
"STANDING" 22 "tBodyAccJerk_mad___X" -0.981155124761905
"STANDING" 23 "tBodyAccJerk_mad___X" -0.984069975441176
"STANDING" 24 "tBodyAccJerk_mad___X" -0.982305006956522
"STANDING" 25 "tBodyAccJerk_mad___X" -0.989323469189189
"STANDING" 26 "tBodyAccJerk_mad___X" -0.991522232432432
"STANDING" 27 "tBodyAccJerk_mad___X" -0.988054111625
"STANDING" 28 "tBodyAccJerk_mad___X" -0.970496975316456
"STANDING" 29 "tBodyAccJerk_mad___X" -0.994132345692308
"STANDING" 30 "tBodyAccJerk_mad___X" -0.977039429491525
"WALKING" 1 "tBodyAccJerk_mad___X" -0.102204922170526
"WALKING" 2 "tBodyAccJerk_mad___X" -0.271097579237288
"WALKING" 3 "tBodyAccJerk_mad___X" -0.28487332862069
"WALKING" 4 "tBodyAccJerk_mad___X" -0.302450075666667
"WALKING" 5 "tBodyAccJerk_mad___X" -0.283216595107143
"WALKING" 6 "tBodyAccJerk_mad___X" -0.148940463924737
"WALKING" 7 "tBodyAccJerk_mad___X" -0.368282375964912
"WALKING" 8 "tBodyAccJerk_mad___X" -0.20467082399375
"WALKING" 9 "tBodyAccJerk_mad___X" -0.144142941961538
"WALKING" 10 "tBodyAccJerk_mad___X" -0.0556319089849057
"WALKING" 11 "tBodyAccJerk_mad___X" -0.425331068813559
"WALKING" 12 "tBodyAccJerk_mad___X" -0.017184706222
"WALKING" 13 "tBodyAccJerk_mad___X" -0.187562283514035
"WALKING" 14 "tBodyAccJerk_mad___X" -0.431161853050847
"WALKING" 15 "tBodyAccJerk_mad___X" -0.361987566851852
"WALKING" 16 "tBodyAccJerk_mad___X" -0.359664220784314
"WALKING" 17 "tBodyAccJerk_mad___X" -0.337100433278689
"WALKING" 18 "tBodyAccJerk_mad___X" -0.349511216607143
"WALKING" 19 "tBodyAccJerk_mad___X" 0.127148867766923
"WALKING" 20 "tBodyAccJerk_mad___X" -0.0800478773490196
"WALKING" 21 "tBodyAccJerk_mad___X" -0.137294745484423
"WALKING" 22 "tBodyAccJerk_mad___X" 0.05745938645
"WALKING" 23 "tBodyAccJerk_mad___X" -0.17784507821661
"WALKING" 24 "tBodyAccJerk_mad___X" -0.477306091551724
"WALKING" 25 "tBodyAccJerk_mad___X" -0.608402460810811
"WALKING" 26 "tBodyAccJerk_mad___X" -0.332108794067797
"WALKING" 27 "tBodyAccJerk_mad___X" -0.312053706315789
"WALKING" 28 "tBodyAccJerk_mad___X" -0.292979048703704
"WALKING" 29 "tBodyAccJerk_mad___X" -0.243143452358491
"WALKING" 30 "tBodyAccJerk_mad___X" -0.392931455538462
"WALKING_DOWNSTAIRS" 1 "tBodyAccJerk_mad___X" -0.00216842288163265
"WALKING_DOWNSTAIRS" 2 "tBodyAccJerk_mad___X" 0.0984002741553192
"WALKING_DOWNSTAIRS" 3 "tBodyAccJerk_mad___X" -0.120057917932653
"WALKING_DOWNSTAIRS" 4 "tBodyAccJerk_mad___X" -0.130695544235689
"WALKING_DOWNSTAIRS" 5 "tBodyAccJerk_mad___X" 0.0824430120638298
"WALKING_DOWNSTAIRS" 6 "tBodyAccJerk_mad___X" 0.185653509045833
"WALKING_DOWNSTAIRS" 7 "tBodyAccJerk_mad___X" -0.0275327939829787
"WALKING_DOWNSTAIRS" 8 "tBodyAccJerk_mad___X" 0.303683080731579
"WALKING_DOWNSTAIRS" 9 "tBodyAccJerk_mad___X" -0.0168789911071429
"WALKING_DOWNSTAIRS" 10 "tBodyAccJerk_mad___X" 0.255722136315789
"WALKING_DOWNSTAIRS" 11 "tBodyAccJerk_mad___X" -0.0508330392478261
"WALKING_DOWNSTAIRS" 12 "tBodyAccJerk_mad___X" -0.0120002827630435
"WALKING_DOWNSTAIRS" 13 "tBodyAccJerk_mad___X" -0.0705704291382979
"WALKING_DOWNSTAIRS" 14 "tBodyAccJerk_mad___X" -0.00217850209333333
"WALKING_DOWNSTAIRS" 15 "tBodyAccJerk_mad___X" 0.116777952561905
"WALKING_DOWNSTAIRS" 16 "tBodyAccJerk_mad___X" -0.0815515610617021
"WALKING_DOWNSTAIRS" 17 "tBodyAccJerk_mad___X" -0.0541024895804348
"WALKING_DOWNSTAIRS" 18 "tBodyAccJerk_mad___X" -0.402363289818182
"WALKING_DOWNSTAIRS" 19 "tBodyAccJerk_mad___X" 0.549909239307692
"WALKING_DOWNSTAIRS" 20 "tBodyAccJerk_mad___X" -0.121055650103556
"WALKING_DOWNSTAIRS" 21 "tBodyAccJerk_mad___X" -0.00936029234444444
"WALKING_DOWNSTAIRS" 22 "tBodyAccJerk_mad___X" 0.157655649194444
"WALKING_DOWNSTAIRS" 23 "tBodyAccJerk_mad___X" 0.169191576211111
"WALKING_DOWNSTAIRS" 24 "tBodyAccJerk_mad___X" -0.324817772181818
"WALKING_DOWNSTAIRS" 25 "tBodyAccJerk_mad___X" -0.486315421034483
"WALKING_DOWNSTAIRS" 26 "tBodyAccJerk_mad___X" -0.111125653564
"WALKING_DOWNSTAIRS" 27 "tBodyAccJerk_mad___X" 0.0267528904659091
"WALKING_DOWNSTAIRS" 28 "tBodyAccJerk_mad___X" -0.000796390123913043
"WALKING_DOWNSTAIRS" 29 "tBodyAccJerk_mad___X" -0.0291215392916667
"WALKING_DOWNSTAIRS" 30 "tBodyAccJerk_mad___X" -0.262734477854839
"WALKING_UPSTAIRS" 1 "tBodyAccJerk_mad___X" -0.428955456603774
"WALKING_UPSTAIRS" 2 "tBodyAccJerk_mad___X" -0.310505535875
"WALKING_UPSTAIRS" 3 "tBodyAccJerk_mad___X" -0.429166237288136
"WALKING_UPSTAIRS" 4 "tBodyAccJerk_mad___X" -0.353471385384615
"WALKING_UPSTAIRS" 5 "tBodyAccJerk_mad___X" -0.1869359622
"WALKING_UPSTAIRS" 6 "tBodyAccJerk_mad___X" -0.180996373352941
"WALKING_UPSTAIRS" 7 "tBodyAccJerk_mad___X" -0.402651553333333
"WALKING_UPSTAIRS" 8 "tBodyAccJerk_mad___X" -0.150063613097561
"WALKING_UPSTAIRS" 9 "tBodyAccJerk_mad___X" -0.309042786918367
"WALKING_UPSTAIRS" 10 "tBodyAccJerk_mad___X" -0.181765060444681
"WALKING_UPSTAIRS" 11 "tBodyAccJerk_mad___X" -0.432053431666667
"WALKING_UPSTAIRS" 12 "tBodyAccJerk_mad___X" -0.381516886923077
"WALKING_UPSTAIRS" 13 "tBodyAccJerk_mad___X" -0.470107350181818
"WALKING_UPSTAIRS" 14 "tBodyAccJerk_mad___X" -0.341533250740741
"WALKING_UPSTAIRS" 15 "tBodyAccJerk_mad___X" -0.163125296052083
"WALKING_UPSTAIRS" 16 "tBodyAccJerk_mad___X" -0.505610030784314
"WALKING_UPSTAIRS" 17 "tBodyAccJerk_mad___X" -0.273200782291667
"WALKING_UPSTAIRS" 18 "tBodyAccJerk_mad___X" -0.564743621034483
"WALKING_UPSTAIRS" 19 "tBodyAccJerk_mad___X" -0.11136910259
"WALKING_UPSTAIRS" 20 "tBodyAccJerk_mad___X" -0.178325158564706
"WALKING_UPSTAIRS" 21 "tBodyAccJerk_mad___X" -0.383585485744681
"WALKING_UPSTAIRS" 22 "tBodyAccJerk_mad___X" 0.0321168277280952
"WALKING_UPSTAIRS" 23 "tBodyAccJerk_mad___X" -0.358871366470588
"WALKING_UPSTAIRS" 24 "tBodyAccJerk_mad___X" -0.49487572559322
"WALKING_UPSTAIRS" 25 "tBodyAccJerk_mad___X" -0.668322578923077
"WALKING_UPSTAIRS" 26 "tBodyAccJerk_mad___X" -0.295177513672727
"WALKING_UPSTAIRS" 27 "tBodyAccJerk_mad___X" -0.460191910588235
"WALKING_UPSTAIRS" 28 "tBodyAccJerk_mad___X" -0.327437274313725
"WALKING_UPSTAIRS" 29 "tBodyAccJerk_mad___X" -0.212310933040816
"WALKING_UPSTAIRS" 30 "tBodyAccJerk_mad___X" -0.549553399076923
"LAYING" 1 "tBodyAccJerk_mad___Y" -0.9337327962
"LAYING" 2 "tBodyAccJerk_mad___Y" -0.982233845208333
"LAYING" 3 "tBodyAccJerk_mad___Y" -0.96837358516129
"LAYING" 4 "tBodyAccJerk_mad___Y" -0.944412205185185
"LAYING" 5 "tBodyAccJerk_mad___Y" -0.963371414230769
"LAYING" 6 "tBodyAccJerk_mad___Y" -0.931934566140351
"LAYING" 7 "tBodyAccJerk_mad___Y" -0.976523128846154
"LAYING" 8 "tBodyAccJerk_mad___Y" -0.976887623333333
"LAYING" 9 "tBodyAccJerk_mad___Y" -0.9635751118
"LAYING" 10 "tBodyAccJerk_mad___Y" -0.96846738637931
"LAYING" 11 "tBodyAccJerk_mad___Y" -0.972930380701754
"LAYING" 12 "tBodyAccJerk_mad___Y" -0.962458588
"LAYING" 13 "tBodyAccJerk_mad___Y" -0.980369379354839
"LAYING" 14 "tBodyAccJerk_mad___Y" -0.967644129803922
"LAYING" 15 "tBodyAccJerk_mad___Y" -0.970860798472222
"LAYING" 16 "tBodyAccJerk_mad___Y" -0.984008158
"LAYING" 17 "tBodyAccJerk_mad___Y" -0.975783956338028
"LAYING" 18 "tBodyAccJerk_mad___Y" -0.983914156153846
"LAYING" 19 "tBodyAccJerk_mad___Y" -0.976163574457831
"LAYING" 20 "tBodyAccJerk_mad___Y" -0.976984834117647
"LAYING" 21 "tBodyAccJerk_mad___Y" -0.972066779666667
"LAYING" 22 "tBodyAccJerk_mad___Y" -0.958784334027778
"LAYING" 23 "tBodyAccJerk_mad___Y" -0.987465930694444
"LAYING" 24 "tBodyAccJerk_mad___Y" -0.981028316944444
"LAYING" 25 "tBodyAccJerk_mad___Y" -0.942854959315068
"LAYING" 26 "tBodyAccJerk_mad___Y" -0.986567043684211
"LAYING" 27 "tBodyAccJerk_mad___Y" -0.983825990810811
"LAYING" 28 "tBodyAccJerk_mad___Y" -0.97759524875
"LAYING" 29 "tBodyAccJerk_mad___Y" -0.987872265652174
"LAYING" 30 "tBodyAccJerk_mad___Y" -0.971427238142857
"SITTING" 1 "tBodyAccJerk_mad___Y" -0.980808891914894
"SITTING" 2 "tBodyAccJerk_mad___Y" -0.977666515652174
"SITTING" 3 "tBodyAccJerk_mad___Y" -0.951475370576923
"SITTING" 4 "tBodyAccJerk_mad___Y" -0.9469683304
"SITTING" 5 "tBodyAccJerk_mad___Y" -0.951362393863636
"SITTING" 6 "tBodyAccJerk_mad___Y" -0.947882063636364
"SITTING" 7 "tBodyAccJerk_mad___Y" -0.970372441666667
"SITTING" 8 "tBodyAccJerk_mad___Y" -0.980915763478261
"SITTING" 9 "tBodyAccJerk_mad___Y" -0.9574050786
"SITTING" 10 "tBodyAccJerk_mad___Y" -0.980115413888889
"SITTING" 11 "tBodyAccJerk_mad___Y" -0.966854792075472
"SITTING" 12 "tBodyAccJerk_mad___Y" -0.963541603137255
"SITTING" 13 "tBodyAccJerk_mad___Y" -0.982968452244898
"SITTING" 14 "tBodyAccJerk_mad___Y" -0.967105609074074
"SITTING" 15 "tBodyAccJerk_mad___Y" -0.977258666779661
"SITTING" 16 "tBodyAccJerk_mad___Y" -0.981268824057971
"SITTING" 17 "tBodyAccJerk_mad___Y" -0.98813611375
"SITTING" 18 "tBodyAccJerk_mad___Y" -0.982215615789474
"SITTING" 19 "tBodyAccJerk_mad___Y" -0.979549702054795
"SITTING" 20 "tBodyAccJerk_mad___Y" -0.969821461666667
"SITTING" 21 "tBodyAccJerk_mad___Y" -0.977209767058824
"SITTING" 22 "tBodyAccJerk_mad___Y" -0.968608253548387
"SITTING" 23 "tBodyAccJerk_mad___Y" -0.978497035882353
"SITTING" 24 "tBodyAccJerk_mad___Y" -0.978100515441176
"SITTING" 25 "tBodyAccJerk_mad___Y" -0.982050352923077
"SITTING" 26 "tBodyAccJerk_mad___Y" -0.985055584615385
"SITTING" 27 "tBodyAccJerk_mad___Y" -0.983337430857143
"SITTING" 28 "tBodyAccJerk_mad___Y" -0.961742191944444
"SITTING" 29 "tBodyAccJerk_mad___Y" -0.982963408
"SITTING" 30 "tBodyAccJerk_mad___Y" -0.979115815483871
"STANDING" 1 "tBodyAccJerk_mad___Y" -0.98408541509434
"STANDING" 2 "tBodyAccJerk_mad___Y" -0.970072507777778
"STANDING" 3 "tBodyAccJerk_mad___Y" -0.940742619508197
"STANDING" 4 "tBodyAccJerk_mad___Y" -0.937183844107143
"STANDING" 5 "tBodyAccJerk_mad___Y" -0.932112526607143
"STANDING" 6 "tBodyAccJerk_mad___Y" -0.951414004210526
"STANDING" 7 "tBodyAccJerk_mad___Y" -0.965648847735849
"STANDING" 8 "tBodyAccJerk_mad___Y" -0.975913540185185
"STANDING" 9 "tBodyAccJerk_mad___Y" -0.963527507555555
"STANDING" 10 "tBodyAccJerk_mad___Y" -0.942607300681818
"STANDING" 11 "tBodyAccJerk_mad___Y" -0.97844084212766
"STANDING" 12 "tBodyAccJerk_mad___Y" -0.951872227868853
"STANDING" 13 "tBodyAccJerk_mad___Y" -0.977181267719298
"STANDING" 14 "tBodyAccJerk_mad___Y" -0.964421846333333
"STANDING" 15 "tBodyAccJerk_mad___Y" -0.966424959622642
"STANDING" 16 "tBodyAccJerk_mad___Y" -0.982360142564103
"STANDING" 17 "tBodyAccJerk_mad___Y" -0.986074807051282
"STANDING" 18 "tBodyAccJerk_mad___Y" -0.97368489890411
